ID,AGE,EDUCATION,OCC,PINCODE,PROD_CATEGORY,INCOME_SEGMENT,PROSPERITY_INDEX_BAND,QUALITY_SCORE_BAND,ISSUANCE_MONTH
5742,42,higher_secondary,agriculture,333516,trad,1,Medium,2,Jul-21
5968,37,graduate_plus,professional,390007,ulip,7,Very_high,5,Jul-21
9747,35,masters_plus,salaried_pvt,201301,ulip,5,Very_high,6,Mar-22
9778,27,graduate_plus,salaried_pvt,453441,trad,4,High,5,Mar-22
7599,28,graduate_plus,agriculture,144039,ulip,7,Low,3,Nov-21
9370,36,graduate_plus,salaried_govt,431401,term,4,High,5,Mar-22
9540,48,higher_secondary,business,736131,trad,3,Medium,2,Mar-22
6428,33,matriculation,agriculture,456224,trad,2,Very_low,2,Aug-21
8823,40,graduate_plus,salaried_pvt,470117,term,3,Medium,5,Feb-22
7997,48,graduate_plus,business,734001,ulip,6,High,4,Dec-21
8142,32,graduate_plus,salaried_pvt,632101,term,3,High,5,Dec-21
8844,59,graduate_plus,salaried_govt,263001,ulip,5,Very_high,5,Feb-22
8721,32,graduate_plus,business,206243,trad,6,Very_low,4,Feb-22
5726,25,graduate_plus,business,193201,ulip,3,Medium,4,Jul-21
5511,46,masters_plus,salaried_govt,723126,ulip,6,High,5,Jun-21
6922,30,graduate_plus,salaried_pvt,244102,ulip,2,Medium,5,Oct-21
6883,57,masters_plus,professional,781022,trad,7,High,5,Sep-21
7572,63,matriculation,retired,261001,ulip,3,Medium,2,Nov-21
6630,61,missing,retired,206001,trad,3,High,2,Sep-21
7733,28,graduate_plus,salaried_pvt,396191,ulip,4,High,5,Dec-21
5595,40,graduate_plus,salaried_pvt,382418,term,3,Medium,5,Jun-21
5302,34,graduate_plus,salaried_pvt,700075,trad,5,Very_high,6,May-21
8477,34,higher_secondary,business,637408,trad,1,Medium,3,Jan-22
7091,53,graduate_plus,business,700084,ulip,5,High,4,Oct-21
8919,28,graduate_plus,business,799102,trad,3,Medium,4,Feb-22
7317,31,graduate_plus,agriculture,741503,trad,2,High,4,Nov-21
5096,24,graduate_plus,housewife,767029,trad,2,Low,3,Apr-21
5337,28,graduate_plus,business,400097,trad,5,Very_high,5,May-21
7204,41,graduate_plus,salaried_pvt,492014,ulip,6,High,5,Oct-21
7882,53,graduate_plus,housewife,422101,ulip,4,High,3,Dec-21
9454,42,graduate_plus,business,121001,trad,4,High,4,Mar-22
9123,55,missing,business,700086,ulip,6,High,3,Feb-22
7961,25,graduate_plus,salaried_pvt,411009,term,4,Very_high,6,Dec-21
8398,32,graduate_plus,business,110052,trad,5,Very_high,5,Jan-22
8786,68,missing,retired,121003,trad,5,Very_high,3,Feb-22
7109,53,graduate_plus,business,328024,ulip,6,Medium,4,Oct-21
5861,34,graduate_plus,business,283203,trad,3,Medium,4,Jul-21
7303,59,graduate_plus,business,396050,ulip,6,Medium,4,Nov-21
7944,30,graduate_plus,salaried_pvt,584128,trad,3,Medium,5,Dec-21
9675,66,missing,retired,560076,trad,5,Very_high,3,Mar-22
9631,33,graduate_plus,business,176303,trad,3,High,4,Mar-22
6780,40,graduate_plus,salaried_govt,185201,trad,3,Medium,5,Sep-21
6146,42,higher_secondary,salaried_pvt,400072,ulip,6,Very_high,4,Aug-21
7437,53,graduate_plus,business,733128,trad,4,Medium,4,Nov-21
7844,29,graduate_plus,business,786160,trad,3,Medium,4,Dec-21
8350,37,higher_secondary,business,711105,trad,5,High,3,Jan-22
9066,31,graduate_plus,business,444805,trad,3,High,4,Feb-22
6734,54,graduate_plus,salaried_govt,201005,ulip,4,High,5,Sep-21
8021,57,graduate_plus,business,700019,term,6,Very_high,4,Dec-21
8359,36,graduate_plus,salaried_pvt,415002,trad,4,High,5,Jan-22
7001,43,graduate_plus,business,753008,trad,4,Medium,4,Oct-21
5573,32,masters_plus,salaried_pvt,600118,term,5,High,6,Jun-21
9810,33,matriculation,business,721201,trad,2,Medium,3,Mar-22
7740,69,missing,agriculture,721253,trad,2,Medium,2,Dec-21
5706,30,graduate_plus,professional,110060,term,5,Very_high,6,Jul-21
8798,33,graduate_plus,business,146105,ulip,3,Medium,4,Feb-22
6820,52,graduate_plus,business,424309,trad,3,Medium,4,Sep-21
9284,38,graduate_plus,salaried_govt,814141,trad,3,Medium,5,Mar-22
5556,36,graduate_plus,salaried_pvt,700099,ulip,4,High,5,Jun-21
7321,33,graduate_plus,salaried_pvt,284401,trad,2,Very_low,5,Nov-21
9668,46,masters_plus,professional,380051,ulip,7,Very_high,5,Mar-22
8405,33,non_matriculation,agriculture,845401,trad,2,Medium,2,Jan-22
8133,51,graduate_plus,salaried_pvt,560029,ulip,5,Very_high,5,Dec-21
7044,37,masters_plus,professional,560068,term,6,Very_high,6,Oct-21
6381,57,graduate_plus,business,461001,trad,5,High,4,Aug-21
6466,41,graduate_plus,salaried_pvt,209715,trad,3,Missing,4,Aug-21
6414,27,graduate_plus,business,493558,trad,7,Medium,4,Aug-21
9105,36,graduate_plus,salaried_pvt,361140,term,3,High,5,Feb-22
6641,40,graduate_plus,professional,741250,trad,4,High,5,Sep-21
7676,59,matriculation,agriculture,132039,trad,2,High,2,Dec-21
6012,23,graduate_plus,salaried_pvt,612106,trad,1,Medium,5,Jul-21
7138,58,graduate_plus,salaried_govt,181122,ulip,4,High,5,Oct-21
8306,29,graduate_plus,salaried_govt,475220,trad,2,Medium,5,Jan-22
8564,31,higher_secondary,business,848114,trad,3,Medium,3,Jan-22
6701,25,graduate_plus,business,415002,trad,3,High,4,Sep-21
7813,25,higher_secondary,housewife,828401,trad,3,Medium,2,Dec-21
9117,31,matriculation,business,202001,trad,4,High,3,Feb-22
6604,18,higher_secondary,business,700048,trad,5,Very_high,4,Sep-21
9114,32,higher_secondary,business,211001,ulip,3,High,3,Feb-22
6966,48,higher_secondary,business,410405,trad,5,High,3,Oct-21
5405,41,graduate_plus,business,110094,trad,7,Medium,4,Jun-21
7982,47,graduate_plus,business,263139,trad,5,High,4,Dec-21
6547,23,matriculation,agriculture,733209,trad,2,Low,2,Sep-21
7711,44,non_matriculation,housewife,786610,trad,2,High,2,Dec-21
9928,36,higher_secondary,business,741156,trad,3,Very_low,2,Mar-22
7546,25,graduate_plus,business,147001,trad,4,High,4,Nov-21
7327,41,matriculation,agriculture,143304,ulip,3,Low,2,Nov-21
6159,20,graduate_plus,agriculture,243601,ulip,1,Medium,3,Aug-21
5044,33,graduate_plus,salaried_pvt,122001,ulip,7,Very_high,6,Apr-21
6078,47,graduate_plus,business,758001,trad,8,High,4,Jul-21
6147,34,graduate_plus,business,733202,trad,3,Medium,4,Aug-21
9991,52,graduate_plus,business,414001,term,6,High,4,Mar-22
5274,39,graduate_plus,agriculture,423601,ulip,5,Very_high,4,May-21
6543,34,matriculation,business,341001,trad,1,High,3,Sep-21
6881,52,graduate_plus,salaried_govt,758014,trad,4,Medium,5,Sep-21
7919,31,matriculation,business,676304,ulip,3,High,3,Dec-21
8468,29,graduate_plus,business,508204,trad,3,Very_high,5,Jan-22
6180,32,graduate_plus,salaried_pvt,400018,trad,3,Very_high,6,Aug-21
9464,23,higher_secondary,business,733208,trad,2,Medium,3,Mar-22
9517,40,graduate_plus,business,147001,ulip,5,High,4,Mar-22
6615,30,matriculation,business,721448,trad,1,Medium,3,Sep-21
8642,50,masters_plus,salaried_govt,231216,ulip,5,Medium,5,Jan-22
7135,23,graduate_plus,salaried_pvt,516203,trad,2,Low,5,Oct-21
7335,37,graduate_plus,business,444306,trad,4,Low,3,Nov-21
6088,26,graduate_plus,business,721201,trad,3,Medium,4,Jul-21
7573,29,masters_plus,business,415110,trad,7,Very_high,5,Nov-21
8893,44,higher_secondary,business,733124,trad,3,Medium,2,Feb-22
5897,40,graduate_plus,professional,586104,trad,3,Low,4,Jul-21
6852,25,graduate_plus,business,400086,trad,4,Very_high,5,Sep-21
9789,37,graduate_plus,agriculture,736135,trad,2,Medium,3,Mar-22
6479,44,matriculation,business,721172,trad,3,Medium,2,Aug-21
5465,28,graduate_plus,salaried_pvt,600021,term,3,High,5,Jun-21
5797,39,graduate_plus,business,600110,trad,5,Very_high,5,Jul-21
9596,48,graduate_plus,salaried_pvt,741234,ulip,4,High,5,Mar-22
5564,36,matriculation,business,783335,trad,2,Very_low,2,Jun-21
5182,35,graduate_plus,business,642126,trad,5,Medium,4,Apr-21
9399,51,higher_secondary,salaried_govt,793008,trad,3,High,4,Mar-22
9051,33,matriculation,business,732201,trad,2,Low,3,Feb-22
7756,29,higher_secondary,housewife,495115,trad,3,Low,2,Dec-21
6281,33,graduate_plus,business,273016,trad,3,Low,4,Aug-21
7610,37,graduate_plus,business,517501,trad,4,Very_high,5,Nov-21
6368,50,graduate_plus,business,758022,trad,6,High,4,Aug-21
6219,34,graduate_plus,salaried_pvt,410206,trad,4,Very_high,6,Aug-21
9347,60,missing,retired,700029,trad,5,Very_high,3,Mar-22
7588,21,graduate_plus,salaried_pvt,577002,ulip,1,Medium,5,Nov-21
8399,40,graduate_plus,business,343029,ulip,4,Medium,4,Jan-22
6983,41,graduate_plus,business,135003,trad,4,High,4,Oct-21
9784,61,missing,business,341505,trad,6,High,3,Mar-22
5701,57,non_matriculation,professional,833219,ulip,2,Medium,3,Jun-21
6393,32,graduate_plus,salaried_govt,751003,trad,8,High,5,Aug-21
5383,35,masters_plus,business,458001,trad,5,High,5,May-21
6366,26,graduate_plus,salaried_pvt,110081,ulip,2,Medium,5,Aug-21
6354,59,non_matriculation,housewife,829107,ulip,3,Medium,2,Aug-21
7053,21,graduate_plus,business,401602,trad,5,High,4,Oct-21
6686,50,matriculation,agriculture,721445,trad,2,Medium,2,Sep-21
6988,34,graduate_plus,salaried_pvt,110091,ulip,4,Very_high,6,Oct-21
9758,54,graduate_plus,business,486661,trad,8,High,4,Mar-22
9838,28,graduate_plus,business,535004,trad,4,High,4,Mar-22
7455,64,matriculation,business,272002,ulip,3,Medium,2,Nov-21
8853,52,matriculation,professional,816109,trad,2,Medium,3,Feb-22
9817,44,non_matriculation,business,815311,ulip,3,Very_low,2,Mar-22
8616,29,matriculation,agriculture,721507,trad,1,High,3,Jan-22
9854,51,graduate_plus,agriculture,495677,ulip,9,High,3,Mar-22
7805,28,graduate_plus,salaried_pvt,383430,trad,7,High,5,Dec-21
5359,56,masters_plus,salaried_pvt,440022,trad,7,Very_high,6,May-21
9055,52,matriculation,business,209101,trad,3,Very_low,2,Feb-22
9110,37,graduate_plus,business,491441,trad,5,Medium,4,Feb-22
6822,52,missing,business,821308,trad,3,Medium,2,Sep-21
9466,38,graduate_plus,business,425507,trad,3,High,4,Mar-22
5962,43,graduate_plus,business,476229,trad,3,Very_low,3,Jul-21
8543,26,graduate_plus,business,811202,trad,3,Medium,4,Jan-22
5001,25,graduate_plus,salaried_pvt,600083,trad,5,Very_high,6,Apr-21
8497,41,graduate_plus,business,301409,trad,4,Low,3,Jan-22
8974,26,higher_secondary,agriculture,125001,trad,2,High,3,Feb-22
5084,26,graduate_plus,salaried_pvt,721254,trad,3,Missing,4,Apr-21
8587,28,graduate_plus,salaried_pvt,302016,term,5,High,5,Jan-22
5946,26,matriculation,business,721301,trad,3,Missing,2,Jul-21
7798,47,graduate_plus,salaried_govt,494669,trad,3,Medium,5,Dec-21
7971,72,missing,business,202001,ulip,5,High,3,Dec-21
6165,39,graduate_plus,business,122103,trad,5,Very_high,5,Aug-21
5614,68,missing,business,712405,trad,3,Low,2,Jun-21
8410,36,graduate_plus,business,700084,ulip,5,High,4,Jan-22
6818,53,higher_secondary,business,307022,trad,2,Medium,2,Sep-21
9148,73,missing,retired,560062,trad,6,Very_high,3,Mar-22
5249,31,graduate_plus,salaried_pvt,600085,trad,4,Very_high,6,May-21
6563,28,masters_plus,salaried_govt,246761,trad,4,Medium,5,Sep-21
8453,29,graduate_plus,business,452002,trad,5,Very_high,5,Jan-22
5289,45,graduate_plus,salaried_pvt,396230,term,9,Medium,5,May-21
8431,30,higher_secondary,business,732126,trad,2,Low,3,Jan-22
7367,25,graduate_plus,salaried_pvt,244901,ulip,3,Medium,5,Nov-21
6986,22,graduate_plus,business,636114,trad,3,Medium,4,Oct-21
9637,43,matriculation,business,845401,trad,2,Medium,2,Mar-22
5213,37,graduate_plus,salaried_govt,518501,term,3,Medium,5,Apr-21
5445,33,graduate_plus,salaried_pvt,802156,term,3,Medium,5,Jun-21
8623,34,masters_plus,salaried_govt,249161,ulip,3,Low,5,Jan-22
7866,27,masters_plus,salaried_pvt,302026,trad,5,Very_high,6,Dec-21
6207,24,graduate_plus,business,848131,trad,4,High,4,Aug-21
8472,25,graduate_plus,salaried_govt,209863,term,3,Medium,5,Jan-22
6724,34,masters_plus,salaried_pvt,474006,trad,4,High,6,Sep-21
6628,58,non_matriculation,agriculture,754004,ulip,3,Medium,2,Sep-21
9496,34,graduate_plus,salaried_pvt,686561,trad,4,Medium,5,Mar-22
9727,31,higher_secondary,business,843125,trad,2,Very_low,2,Mar-22
9582,55,graduate_plus,salaried_govt,403718,ulip,3,High,5,Mar-22
6108,55,graduate_plus,business,821301,ulip,3,Medium,4,Aug-21
5881,36,graduate_plus,business,331001,trad,4,Very_high,5,Jul-21
6075,48,graduate_plus,business,781007,trad,7,Very_high,4,Jul-21
8782,26,matriculation,business,845416,trad,3,Very_low,2,Feb-22
9056,38,higher_secondary,business,743351,trad,3,Low,2,Feb-22
7669,34,higher_secondary,business,305801,trad,3,Medium,3,Dec-21
5793,36,matriculation,business,277303,trad,3,Medium,2,Jul-21
6319,37,graduate_plus,professional,700089,trad,5,Very_high,5,Aug-21
9921,26,graduate_plus,professional,841437,trad,2,Medium,5,Mar-22
9615,25,graduate_plus,business,637211,trad,4,High,4,Mar-22
9295,48,graduate_plus,business,742161,trad,4,Low,3,Mar-22
7923,36,graduate_plus,salaried_pvt,400067,term,6,Very_high,6,Dec-21
9597,46,graduate_plus,salaried_pvt,393002,ulip,3,Medium,5,Mar-22
9936,49,graduate_plus,business,848101,ulip,3,Medium,4,Mar-22
7127,35,graduate_plus,salaried_pvt,423402,ulip,3,Medium,5,Oct-21
7020,47,missing,salaried_govt,680671,trad,3,High,4,Oct-21
9058,44,graduate_plus,salaried_pvt,761018,trad,4,Medium,5,Feb-22
6977,32,graduate_plus,business,624208,trad,4,High,4,Oct-21
6324,37,graduate_plus,professional,370001,term,4,Very_high,5,Aug-21
6811,32,masters_plus,salaried_pvt,382424,ulip,6,High,6,Sep-21
6656,52,missing,business,712235,trad,3,Medium,2,Sep-21
7932,29,higher_secondary,business,721633,trad,3,High,3,Dec-21
8456,43,graduate_plus,salaried_govt,211004,ulip,4,High,5,Jan-22
5483,32,graduate_plus,salaried_pvt,700156,ulip,4,Very_high,6,Jun-21
6797,25,graduate_plus,housewife,274509,ulip,1,Low,3,Sep-21
5604,34,graduate_plus,business,473001,trad,4,High,4,Jun-21
6942,29,masters_plus,salaried_govt,221001,trad,5,High,6,Oct-21
6010,51,graduate_plus,salaried_pvt,141001,term,5,Very_high,5,Jul-21
7379,41,higher_secondary,professional,813104,trad,1,Medium,3,Nov-21
6693,54,masters_plus,professional,136131,term,6,Medium,5,Sep-21
7431,24,graduate_plus,agriculture,160102,trad,3,Very_high,4,Nov-21
5163,33,matriculation,business,742202,trad,3,Medium,3,Apr-21
8831,45,matriculation,agriculture,843121,trad,2,Medium,2,Feb-22
6125,42,graduate_plus,salaried_govt,797115,trad,4,High,5,Aug-21
5700,33,matriculation,business,852213,trad,2,Very_low,2,Jun-21
9267,53,graduate_plus,salaried_pvt,793008,trad,5,High,5,Mar-22
7356,52,missing,business,713130,trad,4,High,3,Nov-21
9754,29,higher_secondary,salaried_pvt,495690,trad,2,Low,4,Mar-22
7171,30,graduate_plus,business,490001,trad,4,High,4,Oct-21
6238,22,graduate_plus,business,476001,trad,3,Medium,4,Aug-21
5285,36,graduate_plus,salaried_pvt,500034,term,5,Very_high,6,May-21
9461,36,matriculation,business,274304,trad,2,Medium,2,Mar-22
9858,21,graduate_plus,agriculture,210121,trad,1,Medium,3,Mar-22
9565,37,graduate_plus,business,600093,trad,6,Very_high,5,Mar-22
5462,32,graduate_plus,salaried_pvt,503001,term,4,Very_high,6,Jun-21
8744,35,missing,business,761110,trad,6,Medium,3,Feb-22
7728,21,graduate_plus,agriculture,226002,trad,2,High,4,Dec-21
8915,31,graduate_plus,salaried_pvt,411017,trad,5,Very_high,6,Feb-22
8933,25,graduate_plus,salaried_pvt,244001,ulip,3,High,5,Feb-22
8302,30,graduate_plus,business,110059,ulip,5,High,4,Jan-22
8111,21,higher_secondary,professional,741126,trad,1,Very_low,3,Dec-21
5006,37,higher_secondary,business,756036,trad,4,Missing,2,Apr-21
7514,19,graduate_plus,business,781001,ulip,5,High,4,Nov-21
7841,38,matriculation,business,814133,trad,8,High,3,Dec-21
9176,33,graduate_plus,business,813210,trad,4,Medium,4,Mar-22
9113,38,graduate_plus,professional,110092,term,5,Very_high,5,Feb-22
9901,54,graduate_plus,professional,211002,ulip,2,Medium,4,Mar-22
6764,33,masters_plus,salaried_govt,205135,term,6,Missing,5,Sep-21
7241,40,higher_secondary,agriculture,450331,trad,3,High,2,Oct-21
7548,62,missing,business,689581,trad,4,Very_high,3,Nov-21
5602,43,matriculation,business,700002,trad,4,High,3,Jun-21
8757,47,graduate_plus,business,261203,trad,4,Medium,4,Feb-22
5155,31,graduate_plus,salaried_pvt,800002,term,3,High,5,Apr-21
9723,51,graduate_plus,business,121006,trad,9,Very_high,4,Mar-22
5344,40,masters_plus,professional,208024,term,7,High,5,May-21
9995,40,graduate_plus,salaried_pvt,132103,term,5,Very_high,6,Mar-22
8632,20,graduate_plus,professional,765017,trad,2,Medium,5,Jan-22
8275,23,non_matriculation,business,276122,trad,2,Medium,3,Jan-22
5920,37,graduate_plus,business,518220,trad,3,Medium,4,Jul-21
9322,76,missing,business,201301,trad,5,Very_high,3,Mar-22
9349,32,higher_secondary,agriculture,364310,ulip,2,High,3,Mar-22
6418,25,graduate_plus,business,332701,trad,3,Medium,4,Aug-21
5794,39,graduate_plus,business,732201,trad,5,Low,3,Jul-21
9280,34,graduate_plus,salaried_govt,787031,term,3,Medium,5,Mar-22
9389,28,graduate_plus,business,795134,trad,3,Medium,4,Mar-22
6502,30,matriculation,business,143205,trad,2,Medium,3,Aug-21
9004,44,masters_plus,business,110063,trad,8,Very_high,5,Feb-22
5273,45,graduate_plus,salaried_govt,605108,trad,4,High,5,May-21
9628,40,graduate_plus,salaried_govt,441805,trad,2,Medium,5,Mar-22
8725,47,non_matriculation,agriculture,822123,trad,2,Medium,2,Feb-22
5385,18,non_matriculation,student,145023,trad,2,Medium,2,May-21
6854,30,graduate_plus,salaried_pvt,301001,ulip,2,High,5,Sep-21
6113,42,graduate_plus,salaried_pvt,827006,ulip,6,High,5,Aug-21
5398,38,graduate_plus,professional,208003,ulip,3,Very_low,4,May-21
7673,35,matriculation,business,741137,trad,1,Medium,3,Dec-21
7990,55,non_matriculation,business,160014,trad,4,High,3,Dec-21
9965,33,matriculation,business,177601,trad,2,Medium,3,Mar-22
5399,51,missing,agriculture,824102,trad,3,Very_low,1,May-21
5816,22,higher_secondary,professional,844101,ulip,1,Medium,3,Jul-21
9167,30,higher_secondary,business,125060,ulip,4,Very_high,4,Mar-22
8835,38,matriculation,professional,135001,ulip,2,High,4,Feb-22
8596,30,graduate_plus,business,571511,trad,3,Missing,3,Jan-22
5406,38,masters_plus,agriculture,261001,ulip,3,Medium,3,Jun-21
7464,54,non_matriculation,agriculture,422402,ulip,3,Very_high,3,Nov-21
7636,44,higher_secondary,business,121006,ulip,5,Very_high,3,Dec-21
7157,25,matriculation,professional,824303,trad,2,Medium,3,Oct-21
6919,22,graduate_plus,salaried_pvt,110003,ulip,5,High,5,Oct-21
6156,40,graduate_plus,missing,110034,trad,7,Very_high,4,Aug-21
7131,28,graduate_plus,business,713359,trad,5,High,4,Oct-21
9996,52,matriculation,agriculture,802161,trad,2,Low,2,Mar-22
7046,64,graduate_plus,business,480001,ulip,6,Medium,4,Oct-21
8035,32,graduate_plus,agriculture,450001,ulip,2,Medium,4,Dec-21
5565,35,matriculation,business,733132,trad,2,Low,3,Jun-21
7173,64,missing,business,743347,trad,8,Medium,2,Oct-21
5345,48,graduate_plus,salaried_pvt,422011,trad,6,High,5,May-21
9491,46,missing,business,242001,ulip,3,Medium,2,Mar-22
6049,30,graduate_plus,salaried_pvt,110032,term,3,High,5,Jul-21
6372,59,graduate_plus,salaried_govt,110085,ulip,5,Very_high,5,Aug-21
6965,25,matriculation,business,845424,trad,2,Medium,3,Oct-21
9026,24,graduate_plus,business,797115,trad,4,High,4,Feb-22
7540,29,matriculation,business,841426,trad,2,Medium,3,Nov-21
5174,43,matriculation,business,635854,ulip,1,Very_low,2,Apr-21
5004,33,non_matriculation,business,769009,trad,1,Medium,3,Apr-21
7017,41,graduate_plus,salaried_pvt,560098,term,6,Very_high,6,Oct-21
9744,62,graduate_plus,retired,302020,ulip,3,High,3,Mar-22
6448,25,masters_plus,salaried_pvt,246431,term,4,Medium,5,Aug-21
7320,36,masters_plus,salaried_pvt,751031,trad,4,Medium,5,Nov-21
8692,26,matriculation,salaried_govt,784167,trad,3,High,4,Feb-22
8802,39,graduate_plus,business,226020,ulip,4,High,4,Feb-22
9503,63,missing,agriculture,151507,trad,3,High,2,Mar-22
7213,31,graduate_plus,business,390010,trad,4,High,4,Oct-21
6993,49,matriculation,business,211003,ulip,3,High,3,Oct-21
6967,35,masters_plus,salaried_govt,497333,term,4,Low,5,Oct-21
5815,35,matriculation,business,843128,trad,2,Medium,3,Jul-21
7261,28,graduate_plus,salaried_pvt,400076,term,4,Very_high,6,Oct-21
7226,43,graduate_plus,business,431111,ulip,4,Low,3,Oct-21
6290,35,matriculation,salaried_pvt,131001,trad,2,High,4,Aug-21
6858,45,masters_plus,salaried_pvt,110045,term,5,High,5,Sep-21
5041,45,masters_plus,business,208007,trad,5,Medium,4,Apr-21
6074,29,graduate_plus,salaried_pvt,471311,trad,2,Very_low,5,Jul-21
6390,35,graduate_plus,business,843302,trad,5,Medium,4,Aug-21
5713,41,graduate_plus,business,473793,trad,3,Medium,4,Jul-21
7609,34,graduate_plus,salaried_pvt,421201,trad,4,Very_high,6,Nov-21
8157,67,missing,retired,731204,ulip,4,Medium,2,Dec-21
5606,23,graduate_plus,business,273303,trad,3,Medium,4,Jun-21
9313,25,graduate_plus,business,110092,trad,6,Very_high,5,Mar-22
7090,33,graduate_plus,salaried_pvt,495330,trad,1,Very_low,5,Oct-21
7748,37,higher_secondary,business,731224,trad,3,Medium,2,Dec-21
8828,44,graduate_plus,business,742102,trad,5,Medium,4,Feb-22
8190,48,graduate_plus,business,733103,trad,4,Medium,4,Jan-22
8505,37,graduate_plus,business,205001,trad,6,Very_low,3,Jan-22
5922,43,graduate_plus,salaried_pvt,496331,trad,3,Very_low,4,Jul-21
9428,45,graduate_plus,salaried_pvt,440030,trad,4,High,5,Mar-22
7604,28,graduate_plus,salaried_pvt,205001,ulip,3,Very_low,5,Nov-21
7302,34,matriculation,professional,815351,ulip,5,Medium,4,Nov-21
5423,27,masters_plus,salaried_pvt,395003,term,5,High,6,Jun-21
7483,50,masters_plus,salaried_pvt,400075,ulip,10,Very_high,6,Nov-21
6198,35,graduate_plus,business,445203,trad,3,Medium,4,Aug-21
7931,38,masters_plus,salaried_pvt,400055,ulip,10,Very_high,6,Dec-21
8129,74,missing,retired,500013,ulip,3,Very_high,3,Dec-21
8905,36,higher_secondary,business,421301,trad,5,Very_high,3,Feb-22
7384,43,matriculation,business,132039,trad,5,High,3,Nov-21
6784,34,matriculation,agriculture,277001,trad,2,Medium,2,Sep-21
8224,31,graduate_plus,business,226020,ulip,4,High,4,Jan-22
6389,48,graduate_plus,agriculture,712302,trad,1,Medium,3,Aug-21
9760,32,graduate_plus,business,305406,ulip,5,Very_low,4,Mar-22
7703,26,higher_secondary,business,811315,trad,3,Missing,2,Dec-21
5053,34,graduate_plus,business,835204,term,5,Medium,4,Apr-21
7362,27,graduate_plus,business,474020,trad,3,Medium,4,Nov-21
7854,37,graduate_plus,business,500054,term,7,Very_high,5,Dec-21
6361,32,graduate_plus,business,400095,trad,3,Very_high,5,Aug-21
9912,35,matriculation,business,756101,trad,2,Medium,3,Mar-22
9342,40,higher_secondary,professional,401202,term,4,High,4,Mar-22
9329,27,graduate_plus,salaried_govt,802122,trad,3,Medium,5,Mar-22
9802,59,graduate_plus,business,700057,ulip,3,Medium,4,Mar-22
8938,34,matriculation,agriculture,844504,trad,1,Low,2,Feb-22
9882,35,missing,business,110029,trad,8,Very_high,4,Mar-22
9351,59,masters_plus,salaried_pvt,831002,ulip,6,Medium,5,Mar-22
7587,33,graduate_plus,business,416504,trad,3,Medium,4,Nov-21
8337,22,matriculation,business,400017,trad,3,Very_high,4,Jan-22
7330,50,graduate_plus,business,800016,ulip,5,High,4,Nov-21
6937,23,graduate_plus,salaried_pvt,500016,term,4,Very_high,6,Oct-21
9608,43,graduate_plus,business,440025,ulip,5,Very_high,5,Mar-22
